Name,Genre,ESRB_Rating,Platform,Global_Sales,NA_Sales,Year
The Incredible Hulk: Ultimate Destruction,Action,T,PS2,0.54,0.26,2005
WWE Day of Reckoning 2,Fighting,T,GC,0.34,0.26,2005
Juiced,Racing,T,PS2,0.53,0.26,2005
The Sims 2,Simulation,T,GC,0.33,0.26,2005
NBA 2K6,Action,E,XB,0.36,0.27,2005
Nicktoons: Unite!,Adventure,E,GC,0.35,0.27,2005
The Cat in the Hat,Platform,E,GBA,0.38,0.27,2005
NBA Live 06,Sports,E,X360,0.29,0.27,2005
Crash Tag Team Racing,Racing,E10,PS2,0.54,0.27,2005
Final Fantasy IV Advance,Role-Playing,E10,GBA,0.61,0.27,2005
Batman Begins,Action,T,PS2,0.56,0.27,2005
NBA Street V3,Sports,E,XB,0.32,0.28,2005
Tiger Woods PGA Tour 06,Sports,E,X360,0.31,0.28,2005
Dance Dance Revolution Ultramix 3,Simulation,E10,XB,0.38,0.28,2005
The Sims 2,Simulation,E10,GBA,0.39,0.28,2005
Kameo: Elements of Power,Adventure,T,X360,0.34,0.28,2005
Xenosaga Episode II: Jenseits von Gut und Bose,Role-Playing,T,PS2,0.58,0.28,2005
Coded Arms,Shooter,T,PSP,0.75,0.28,2005
Tony Hawk's American Wasteland,Sports,T,X360,0.32,0.28,2005
The Incredibles: Rise of the Underminer,Action,E,GBA,0.4,0.29,2005
FIFA Soccer 06,Sports,E,XB,0.68,0.29,2005
Ultimate Spider-Man,Action,T,GC,0.37,0.29,2005
Marvel Nemesis: Rise of the Imperfects,Fighting,T,PSP,0.32,0.29,2005
Fire Emblem: Path of Radiance,Role-Playing,T,GC,0.54,0.29,2005
Tom Clancy's Ghost Recon 2: Summit Strike,Shooter,T,XB,0.39,0.29,2005
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,Misc,E,GBA,0.42,0.3,2005
Advance Wars: Dual Strike,Strategy,E,DS,0.39,0.3,2005
Marvel Nemesis: Rise of the Imperfects,Fighting,T,GC,0.38,0.3,2005
Donkey Konga 2,Misc,T,GC,0.39,0.3,2005
X-Men Legends II: Rise of Apocalypse,Role-Playing,T,XB,0.44,0.3,2005
Trauma Center: Under the Knife,Simulation,T,DS,0.36,0.3,2005
Nicktoons Unite!,Action,E,GBA,0.43,0.31,2005
SpongeBob SquarePants: The Yellow Avenger,Action,E,DS,0.34,0.31,2005
Power Rangers: S.P.D.,Action,E10,GBA,0.44,0.31,2005
Jampack Volume 13 (RP-T),Misc,T,PS2,0.64,0.31,2005
Sonic Gems Collection,Misc,E,GC,0.42,0.32,2005
MX vs. ATV Unleashed,Racing,E,XB,0.4,0.32,2005
Burnout Revenge,Action,E10,XB,0.53,0.32,2005
Harry Potter and the Goblet of Fire,Adventure,E10,GC,0.42,0.32,2005
Disney's Chicken Little,Platform,E10,PS2,0.65,0.32,2005
Far Cry Instincts,Shooter,M,XB,0.57,0.32,2005
Quake 4,Shooter,M,X360,0.37,0.32,2005
Metal Gear Ac!d,Strategy,M,PSP,0.87,0.32,2005
Champions: Return to Arms,Role-Playing,T,PS2,0.65,0.32,2005
Medal of Honor: European Assault,Shooter,T,XB,0.53,0.32,2005
Disney's Kim Possible 3: Team Possible,Platform,E,GBA,0.46,0.33,2005
Suzuki TT Superbikes,Racing,E,PS2,0.4,0.33,2005
MLB 2006,Sports,E,PS2,0.4,0.33,2005
Kong: The 8th Wonder of the World,Action,E10,GBA,0.47,0.33,2005
50 Cent: Bulletproof,Action,M,XB,0.44,0.33,2005
Prince of Persia: The Two Thrones,Adventure,M,XB,0.58,0.33,2005
Tony Hawk's American Wasteland,Sports,T,GC,0.42,0.33,2005
Nicktoons: Unite!,Adventure,E,PS2,0.41,0.34,2005
"SpongeBob SquarePants: Lights, Camera, Pants!",Misc,E,GC,0.44,0.34,2005
Yoshi Touch & Go,Platform,E,DS,0.38,0.34,2005
"Ed, Edd n Eddy: The Mis-Edventures",Platform,E,PS2,0.41,0.34,2005
NFL Street 2 Unleashed,Sports,E,PSP,0.37,0.34,2005
Peter Jackson's King Kong: The Official Game of the Movie,Action,T,XB,0.53,0.34,2005
From Russia with Love,Action,T,PS2,0.41,0.34,2005
Destroy All Humans!,Adventure,T,XB,0.46,0.34,2005
WWE WrestleMania 21,Fighting,T,XB,0.45,0.34,2005
Castlevania: Dawn of Sorrow,Platform,T,DS,0.43,0.34,2005
Madagascar: Operation Penguin,Action,E,GBA,0.48,0.35,2005
Tiger Woods PGA Tour 06,Sports,E,XB,0.48,0.35,2005
Spider-Man 2,Action,T,PSP,0.7,0.35,2005
Kirby: Canvas Curse,Platform,E,DS,0.72,0.36,2005
Ridge Racer,Racing,E,PSP,1.41,0.36,2005
Dance Dance Revolution: Mario Mix,Simulation,E,GC,0.47,0.36,2005
Tom Clancy's Splinter Cell: Chaos Theory,Adventure,M,PS2,0.95,0.36,2005
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Adventure,T,PS2,0.43,0.36,2005
WWE SmackDown! vs. RAW 2006,Fighting,T,PSP,0.4,0.36,2005
That's So Raven 2: Supernatural Style,Adventure,E,GBA,0.52,0.37,2005
"SpongeBob SquarePants: Lights, Camera, Pants!",Misc,E,GBA,0.51,0.37,2005
"SpongeBob SquarePants: Lights, Camera, Pants!",Misc,E,PS2,0.44,0.37,2005
Jampack Volume 13 (RP-M),Misc,M,PS2,0.44,0.37,2005
Half-Life 2,Shooter,M,XB,0.61,0.37,2005
Battlefield 2: Modern Combat,Shooter,T,PS2,0.44,0.37,2005
Brothers In Arms: Earned In Blood,Action,M,PS2,0.46,0.38,2005
Gun,Shooter,M,XB,0.52,0.38,2005
Brothers In Arms: Road to Hill 30,Shooter,M,PS2,0.46,0.38,2005
Dragon Ball Z: Sagas,Fighting,T,PS2,0.46,0.38,2005
Bratz: Rock Angelz,Misc,E,GBA,0.54,0.39,2005
NBA Live 06,Sports,E,PSP,0.42,0.39,2005
World Series of Poker,Misc,E10,PS2,0.47,0.39,2005
The Getaway: Black Monday,Action,M,PS2,1.78,0.39,2005
Battlefield 2: Modern Combat,Shooter,T,XB,0.56,0.39,2005
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,Misc,E,XB,0.53,0.4,2005
Blitz: The League,Sports,M,XB,0.53,0.4,2005
Tony Hawk's American Wasteland,Sports,T,XB,0.62,0.4,2005
The Matrix: Path of Neo,Action,T,PS2,0.49,0.41,2005
Fantastic 4,Action,T,PS2,0.5,0.41,2005
Fire Emblem: The Sacred Stones,Strategy,E,GBA,0.89,0.42,2005
Fight Night Round 2,Fighting,T,XB,0.6,0.42,2005
NBA 2K6,Action,E,PS2,0.88,0.43,2005
Need for Speed: Most Wanted,Racing,T,GC,0.56,0.43,2005
Madden NFL 06,Sports,E,GC,0.57,0.44,2005
Harry Potter and the Goblet of Fire,Adventure,E10,GBA,0.61,0.44,2005
The Warriors,Action,M,PS2,0.53,0.44,2005
Phoenix Wright: Ace Attorney,Adventure,T,DS,0.93,0.44,2005
Donkey Kong Country 3,Platform,E,GBA,0.77,0.45,2005
Dogz,Simulation,E,GBA,0.63,0.45,2005
NCAA March Madness 06,Sports,E,PS2,0.53,0.45,2005
Jak X: Combat Racing,Racing,T,PS2,0.55,0.45,2005
Tony Hawk's Underground 2 Remix,Sports,T,PSP,0.82,0.46,2005
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,Misc,E,GBA,0.65,0.47,2005
WipEout Pure,Racing,E,PSP,1.04,0.47,2005
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Adventure,E,GBA,0.67,0.48,2005
NHL 06,Sports,E10,PS2,0.58,0.48,2005
Jade Empire,Role-Playing,M,XB,0.7,0.48,2005
Star Wars: Republic Commando,Shooter,T,XB,0.67,0.48,2005
PGR3 - Project Gotham Racing 3,Racing,E10,X360,0.6,0.49,2005
Conker: Live And Reloaded,Action-Adventure,M,XB,0.71,0.49,2005
Brothers In Arms: Road to Hill 30,Shooter,M,XB,0.66,0.49,2005
The Sims 2,Simulation,T,PSP,1.38,0.49,2005
Mario Party Advance,Misc,E,GBA,0.98,0.5,2005
Disney's Chicken Little,Platform,E,GBA,0.7,0.5,2005
Hot Shots Golf: Open Tee,Sports,E10,PSP,1.96,0.5,2005
Ape Escape: On the Loose,Platform,E,PSP,0.7,0.52,2005
Forza Motorsport,Racing,E,XB,1.05,0.52,2005
Major League Baseball 2K5,Sports,E,XB,0.56,0.52,2005
NBA Street V3,Sports,E,PS2,1.06,0.52,2005
Star Wars Episode III: Revenge of the Sith,Action,E10,GBA,0.72,0.52,2005
Madagascar,Platform,E10,GC,0.66,0.52,2005
Lumines: Puzzle Fusion,Puzzle,E10,PSP,1.11,0.52,2005
ATV Offroad Fury: Blazin' Trails,Racing,E,PSP,0.57,0.53,2005
NASCAR 06: Total Team Control,Racing,E,PS2,0.63,0.53,2005
Doom 3: Resurrection of Evil,Shooter,M,XB,0.71,0.53,2005
Need for Speed: Most Wanted,Racing,T,XB,1.04,0.53,2005
X-Men Legends II: Rise of Apocalypse,Role-Playing,T,PS2,0.63,0.53,2005
Madden NFL 06,Sports,E,X360,0.59,0.54,2005
Harry Potter and the Goblet of Fire,Adventure,E10,PS2,0.65,0.54,2005
Halo 2 Multiplayer Map Pack,Shooter,M,XB,0.69,0.54,2005
Mercenaries: Playground of Destruction,Action,T,XB,0.68,0.54,2005
Untold Legends: Brotherhood of the Blade,Role-Playing,T,PSP,1.09,0.54,2005
NBA Live 06,Sports,E,XB,0.64,0.57,2005
True Crime: New York City,Action,M,PS2,0.76,0.57,2005
Prince of Persia: The Two Thrones,Adventure,M,PS2,0.68,0.57,2005
Mortal Kombat: Shaolin Monks,Action,M,PS2,0.69,0.58,2005
Ultimate Spider-Man,Action,T,PS2,0.72,0.6,2005
Midnight Club 3: DUB Edition,Racing,E10,XB,0.74,0.61,2005
Madagascar,Platform,E,GBA,0.89,0.62,2005
Mercenaries: Playground of Destruction,Action,T,PS2,0.76,0.64,2005
Marvel Nemesis: Rise of the Imperfects,Fighting,T,PS2,0.77,0.64,2005
Perfect Dark Zero,Shooter,M,X360,0.77,0.66,2005
Call Of Duty 2: Big Red One,Shooter,T,XB,1.12,0.66,2005
2 Games in 1 Double Pack: Finding Nemo / Monsters Inc.,Misc,E,GBA,0.93,0.67,2005
Monster Trucks / Quad Desert Fury Double Value!,Racing,E,GBA,0.93,0.67,2005
The Sims 2,Simulation,T,PS2,0.81,0.67,2005
Tom Clancy's Splinter Cell: Chaos Theory,Action,M,XB,1.11,0.68,2005
Star Fox: Assault,Shooter,T,GC,1.08,0.68,2005
Need for Speed Underground Rivals,Racing,E,PSP,1.32,0.69,2005
Madden NFL 06,Sports,E,PSP,0.75,0.69,2005
Sly 3: Honor Among Thieves,Platform,E10,PS2,0.83,0.69,2005
MVP Baseball 2005,Sports,E,XB,0.94,0.7,2005
Burnout Legends,Racing,E10,PSP,0.85,0.7,2005
Twisted Metal: Head On,Action,T,PSP,0.77,0.71,2005
Peter Jackson's King Kong: The Official Game of the Movie,Action,T,PS2,2.04,0.71,2005
Major League Baseball 2K5,Sports,E,PS2,1.48,0.72,2005
Fight Night Round 2,Fighting,T,PS2,0.87,0.72,2005
NCAA Football 06,Sports,E,XB,0.97,0.73,2005
Tiger Woods PGA Tour 06,Sports,E,PS2,0.89,0.74,2005
Blitz: The League,Sports,M,PS2,0.89,0.74,2005
SoulCalibur III,Fighting,T,PS2,1.07,0.74,2005
Namco Museum Battle Collection,Misc,E10,PSP,1.09,0.75,2005
Burnout Revenge,Racing,E10,PS2,0.9,0.75,2005
Shadow The Hedgehog,Platform,E10,GC,0.99,0.76,2005
FIFA Soccer 06,Sports,E,PS2,4.21,0.78,2005
Madagascar,Platform,E10,PS2,1.31,0.78,2005
Shadow of the Colossus,Adventure,T,PS2,1.14,0.78,2005
Destroy All Humans!,Adventure,T,PS2,0.94,0.78,2005
Tony Hawk's American Wasteland (Old all region sales),Sports,T,PS2,1.62,0.8,2005
The Sims 2,Simulation,E10,DS,0.94,0.81,2005
LEGO Star Wars: The Video Game,Action,E,GBA,1.14,0.82,2005
Star Wars Episode III: Revenge of the Sith,Action,T,XB,1.24,0.82,2005
LEGO Star Wars: The Video Game,Action,E,XB,1.16,0.83,2005
Donkey Kong Jungle Beat,Platform,E10,GC,1.34,0.84,2005
50 Cent: Bulletproof,Action,M,PS2,1.77,0.85,2005
Doom 3,Shooter,M,XB,1.34,0.85,2005
Ratchet: Deadlocked,Shooter,T,PS2,1.24,0.85,2005
MX vs. ATV Unleashed,Racing,E,PS2,1.03,0.86,2005
Zoo Tycoon DS,Strategy,E,DS,0.98,0.86,2005
Medal of Honor: European Assault (All Region sales),Shooter,T,PS2,1.88,0.89,2005
Dance Dance Revolution Extreme 2,Simulation,E10,PS2,1.14,0.95,2005
Gun,Shooter,M,PS2,1.17,0.98,2005
Need for Speed: Most Wanted,Racing,T,X360,1.25,1,2005
SOCOM: U.S. Navy SEALs Fireteam Bravo,Shooter,M,PSP,1.12,1.03,2005
Star Wars Battlefront II,Shooter,T,PSP,1.22,1.05,2005
LEGO Star Wars: The Video Game,Action,E,GC,1.41,1.09,2005
Midnight Club 3: DUB Edition (America weekly sales),Racing,E10,PS2,1.29,1.22,2005
SOCOM 3: U.S. Navy SEALs,Shooter,M,PS2,1.69,1.22,2005
Star Wars Battlefront II,Shooter,T,XB,1.67,1.22,2005
The Sims 2: Nightlife,Simulation,T,PC,1.27,1.22,2005
MVP Baseball 2005,Sports,E,PS2,1.54,1.26,2005
Grand Theft Auto: San Andreas,Action,M,XB,1.95,1.26,2005
Midnight Club 3: DUB Edition (America/Others Sales),Racing,E10,PS2,1.6,1.3,2005
NBA Live 06 (Weekly american sales),Sports,E,PS2,1.42,1.35,2005
Tony Hawk's American Wasteland (Weekly american sales),Sports,T,PS2,1.45,1.38,2005
NBA Live 06 (All region sales),Sports,E,PS2,1.64,1.44,2005
WWE SmackDown! vs. RAW 2006,Fighting,T,PS2,2.94,1.45,2005
Star Wars Episode III: Revenge of the Sith,Action,T,PS2,3.32,1.47,2005
Call of Duty 2: Big Red One,Shooter,T,PS2,2.67,1.48,2005
NCAA Football 06,Sports,E,PS2,1.84,1.53,2005
WWE SmackDown! vs. Raw 2006,Fighting,T,PS2,3,1.57,2005
Midnight Club 3: DUB Edition,Racing,E10,PSP,3.66,1.65,2005
Guitar Hero,Misc,T,PS2,2.38,1.67,2005
Madden NFL 06,Sports,E,XB,1.86,1.75,2005
Need for Speed: Most Wanted 5-1-0,Racing,E10,PSP,2.09,1.77,2005
Call of Duty 2,Shooter,T,X360,2.06,1.84,2005
LEGO Star Wars: The Video Game,Action,E,PS2,3.53,1.98,2005
Need for Speed: Most Wanted,Racing,T,PS2,4.37,2.03,2005
Namco Museum: 50th Anniversary,Misc,E10,PS2,3.98,2.08,2005
Star Wars Battlefront II (US sales),Shooter,T,PS2,2.27,2.18,2005
Star Wars Battlefront II,Shooter,T,PS2,3.59,2.18,2005
Grand Theft Auto: Liberty City Stories,Action,M,PSP,7.72,2.9,2005
Madden NFL 06,Sports,E,PS2,4.91,3.98,2005
Teenage Mutant Ninja Turtles Double Pack,Action,E,GBA,0.02,0.01,2006
Big Idea's VeggieTales: LarryBoy and the Bad Apple,Action,E,GBA,0.02,0.01,2006
Games Explosion!,Action,E,GBA,0.02,0.01,2006
Bratz: Forever Diamondz,Action,E,PS2,0.01,0.01,2006
Big Idea's VeggieTales: LarryBoy and the Bad Apple,Action,E,PS2,0.02,0.01,2006
Bratz: Forever Diamondz,Adventure,E,GBA,0.01,0.01,2006
Ultimate Board Game Collection,Misc,E,PS2,0.01,0.01,2006
Disney's Little Einsteins,Misc,E,GBA,0.01,0.01,2006
The Cheetah Girls,Misc,E,GBA,0.02,0.01,2006
Franklin: A Birthday Surprise,Misc,E,PS2,0.02,0.01,2006
Clue / Mouse Trap / Perfection / Aggravation,Misc,E,DS,0.01,0.01,2006
Online Chess Kingdoms,Misc,E,PSP,0.02,0.01,2006
UNO 52,Misc,E,DS,0.02,0.01,2006
The Land Before Time: Into the Mysterious Beyond,Platform,E,GBA,0.01,0.01,2006
Open Season,Platform,E,GBA,0.01,0.01,2006
Rainbow Islands Revolution,Platform,E,DS,0.02,0.01,2006
Kao the Kangaroo Round 2,Platform,E,GC,0.02,0.01,2006
Kao the Kangaroo Round 2,Platform,E,PS2,0.02,0.01,2006
Super Monkey Ball Adventure,Platform,E,PS2,0.03,0.01,2006
Tringo,Puzzle,E,GBA,0.01,0.01,2006
Monster Bomber,Puzzle,E,DS,0.01,0.01,2006
Puzzle Challenge: Crosswords and More!,Puzzle,E,PS2,0.02,0.01,2006
Hot Wheels: Stunt Track Challenge / World Race,Racing,E,GBA,0.01,0.01,2006
Micro Machines V4,Racing,E,PS2,0.01,0.01,2006
Micro Machines V4,Racing,E,PSP,0.02,0.01,2006
Hummer Badlands,Racing,E,XB,0.02,0.01,2006
Alfa Romeo Racing Italiano,Racing,E,PS2,0.01,0.01,2006
Pac-Man World Rally,Racing,E,PS2,0.02,0.01,2006
Pocket Racers,Racing,E,PSP,0.01,0.01,2006
Sid Meier's Railroads!,Simulation,E,PC,0.04,0.01,2006
AMF Xtreme Bowling,Sports,E,XB,0.01,0.01,2006
Rugby 06,Sports,E,XB,0.02,0.01,2006
AMF Xtreme Bowling,Sports,E,PS2,0.02,0.01,2006
NBA 07,Sports,E,PS2,0.02,0.01,2006
River King: Wonderful Journey,Sports,E,PS2,0.03,0.01,2006
Bode Miller Alpine Skiing,Sports,E,PS2,0.03,0.01,2006
World Soccer Winning Eleven 9 (JP & Others sales),Sports,E,PSP,1.2,0.01,2006
RollerCoaster Tycoon 3: Platinum,Strategy,E,PC,0.08,0.01,2006
Totally Spies! 2: Undercover,Action,E10,DS,0.02,0.01,2006
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,Action,E10,GBA,0.02,0.01,2006
Hi Hi Puffy AmiYumi: The Genie & the Amp,Action,E10,DS,0.01,0.01,2006
Ruff Trigger: The Vanocore Conspiracy,Platform,E10,PS2,0.02,0.01,2006
Open Season,Platform,E10,PS2,0.03,0.01,2006
IHRA Drag Racing: Sportsman Edition,Racing,E10,XB,0.02,0.01,2006
D1 Professional Drift Grand Prix Series,Racing,E10,PS2,0.03,0.01,2006
Greg Hastings' Tournament Paintball Max'd,Shooter,E10,PS2,0.01,0.01,2006
Blades of Thunder II,Simulation,E10,DS,0.01,0.01,2006
NHL 2K7,Sports,E10,XB,0.01,0.01,2006
Final Fight: Streetwise,Action,M,XB,0.02,0.01,2006
Rule of Rose,Action,M,PS2,0.02,0.01,2006
Just Cause,Action,M,PS2,0.02,0.01,2006
Scarface: The World is Yours,Adventure,M,PC,0.04,0.01,2006
Crusty Demons,Racing,M,XB,0.01,0.01,2006
Dungeon Siege II: Broken World,Role-Playing,M,PC,0.01,0.01,2006
World War II Combat: Iwo Jima,Shooter,M,XB,0.01,0.01,2006
Urban Chaos: Riot Response,Shooter,M,XB,0.02,0.01,2006
Pirates: Legend of the Black Buccaneer,Adventure,T,PS2,0.02,0.01,2006
The King of Fighters 2006,Fighting,T,PS2,0.08,0.01,2006
Shonen Jump's One Piece: Grand Adventure,Fighting,T,PS2,0.02,0.01,2006
Spy Hunter: Nowhere To Run,Racing,T,PS2,0.02,0.01,2006
Marvel: Ultimate Alliance,Role-Playing,T,PC,0.01,0.01,2006
Super Robot Taisen: Original Generation,Role-Playing,T,GBA,0.01,0.01,2006
Metal Saga,Role-Playing,T,PS2,0.03,0.01,2006
Rogue Trooper,Shooter,T,XB,0.02,0.01,2006
Army Men: Major Malfunction,Shooter,T,XB,0.02,0.01,2006
WinBack 2: Project Poseidon,Shooter,T,PS2,0.01,0.01,2006
The Sims 2: Happy Holiday Stuff,Simulation,T,PC,0.02,0.01,2006
Warship Gunner 2,Simulation,T,PS2,0.03,0.01,2006
The Sims 2: Pets,Simulation,T,PC,0.04,0.01,2006
The Hustle: Detroit Streets,Sports,T,XB,0.02,0.01,2006
Cabela's Alaskan Adventure,Sports,T,PS2,0.02,0.01,2006
The Lord of the Rings: The Battle for Middle-Earth II,Strategy,T,PC,0.02,0.01,2006
Black & White 2: Battle of the Gods,Strategy,T,PC,0.01,0.01,2006
Star Wars: Empire at War,Strategy,T,PC,0.08,0.01,2006
Franklin's Great Adventures,Action,E,DS,0.02,0.02,2006
Dance Factory,Action,E,PS2,0.03,0.02,2006
Curious George,Action,E,XB,0.03,0.02,2006
My Frogger: Toy Trials,Action,E,DS,0.03,0.02,2006
Kao Challengers,Platform,E,PSP,0.02,0.02,2006
Luxor: The Wrath of Set,Puzzle,E,PSP,0.02,0.02,2006
Konductra,Puzzle,E,DS,0.02,0.02,2006
OutRun 2006: Coast 2 Coast,Racing,E,PS2,0.05,0.02,2006
WRC: FIA World Rally Championship,Racing,E,PSP,0.04,0.02,2006
Hummer Badlands,Racing,E,PS2,0.05,0.02,2006
Platypus,Shooter,E,PSP,0.02,0.02,2006
Microsoft Flight Simulator X,Simulation,E,PC,0.47,0.02,2006
FIFA World Cup: Germany 2006,Sports,E,GBA,0.03,0.02,2006
Real World Golf,Sports,E,XB,0.03,0.02,2006
NBA 2K7,Sports,E,XB,0.03,0.02,2006
Madden NFL 07,Sports,E,GBA,0.03,0.02,2006
Gallop Racer 2006,Sports,E,PS2,0.1,0.02,2006
Rugby 06,Sports,E,PS2,0.05,0.02,2006
Star Trek: Tactical Assault,Strategy,E,PSP,0.03,0.02,2006
Justice League Heroes: The Flash,Action,E10,GBA,0.03,0.02,2006
BattleZone,Action,E10,PSP,0.03,0.02,2006
Summon Night: Swordcraft Story,Role-Playing,E10,GBA,0.02,0.02,2006
Monster Rancher EVO,Role-Playing,E10,PS2,0.1,0.02,2006
Ms Saga: A New Dawn,Role-Playing,E10,PS2,0.05,0.02,2006
Greg Hastings' Tournament Paintball Max'd,Shooter,E10,GBA,0.03,0.02,2006
Freedom Wings,Simulation,E10,DS,0.02,0.02,2006
Rebel Raiders: Operation Nighthawk,Simulation,E10,PS2,0.03,0.02,2006
NHL 07,Sports,E10,XB,0.03,0.02,2006
Mage Knight: Destiny's Soldier,Strategy,E10,DS,0.02,0.02,2006
Metal Gear Solid: Digital Graphic Novel,Misc,M,PSP,0.04,0.02,2006
World War II Combat: Road To Berlin,Shooter,M,XB,0.03,0.02,2006
Rengoku II: The Stairway To H.E.A.V.E.N.,Action,T,PSP,0.02,0.02,2006
Samurai Warriors 2,Action,T,PS2,0.61,0.02,2006
Samurai Shodown V,Fighting,T,XB,0.02,0.02,2006
The King of Fighters NeoWave,Fighting,T,XB,0.02,0.02,2006
World Series of Poker: Tournament of Champions 2007 Edition,Misc,T,PS2,0.03,0.02,2006
Stacked with Daniel Negreanu,Misc,T,XB,0.03,0.02,2006
Payout Poker & Casino,Misc,T,PSP,0.02,0.02,2006
Steambot Chronicles,Role-Playing,T,PS2,0.04,0.02,2006
Commandos: Strike Force,Shooter,T,XB,0.02,0.02,2006
Rogue Trooper,Shooter,T,PS2,0.04,0.02,2006
The Sims 2: Pets,Simulation,T,PS2,0.3,0.02,2006
The Hustle: Detroit Streets,Sports,T,PS2,0.04,0.02,2006
Barnyard,Action,E,GBA,0.05,0.03,2006
Winx Club: Quest for the Codex,Action,E,DS,0.06,0.03,2006
"Princess Natasha: Student, Secret Agent, Princess",Action,E,DS,0.03,0.03,2006
Gitaroo Man Lives!,Misc,E,PSP,0.04,0.03,2006
Garfield: A Tale of Two Kitties,Platform,E,DS,0.03,0.03,2006
The Ant Bully,Platform,E,GBA,0.04,0.03,2006
Bubble Bobble Evolution,Puzzle,E,PSP,0.03,0.03,2006
MotoGP,Racing,E,PSP,0.03,0.03,2006
NASCAR 07,Racing,E,XB,0.04,0.03,2006
OutRun 2006: Coast 2 Coast,Racing,E,PSP,0.04,0.03,2006
Street Supremacy,Racing,E,PSP,0.03,0.03,2006
MotoGP 4 - Official Game of MotoGP,Racing,E,PS2,0.06,0.03,2006
Sprint Cars: Road to Knoxville,Racing,E,PS2,0.07,0.03,2006
Rapala Tournament Fishing!,Sports,E,X360,0.03,0.03,2006
FIFA World Cup Germany 2006,Sports,E,DS,0.04,0.03,2006
Torino 2006,Sports,E,XB,0.04,0.03,2006
Nacho Libre,Action,E10,DS,0.03,0.03,2006
Dragon Ball: Advanced Adventure,Action,E10,GBA,0.04,0.03,2006
CMT Presents: Karaoke Revolution Country,Misc,E10,PS2,0.06,0.03,2006
TOCA Race Driver 3: The Ultimate Racing Simulator,Racing,E10,XB,0.03,0.03,2006
Astonishia Story,Role-Playing,E10,PSP,0.03,0.03,2006
Tao Adventure: Curse Demon,Role-Playing,E10,DS,0.04,0.03,2006
Atelier Iris 2: The Azoth Of Destiny,Role-Playing,E10,PS2,0.06,0.03,2006
The Legend of Heroes II: Prophecy of the Moonlight Witch,Role-Playing,E10,PSP,0.14,0.03,2006
Greg Hastings' Tournament Paintball Max'd,Shooter,E10,DS,0.04,0.03,2006
BeatMania,Simulation,E10,PS2,0.07,0.03,2006
Final Fight: Streetwise,Action,M,PS2,0.05,0.03,2006
Marc Ecko's Getting Up: Contents Under Pressure,Action,M,PS2,0.05,0.03,2006
Dreamfall: The Longest Journey,Adventure,M,XB,0.04,0.03,2006
Painkiller: Hell Wars,Shooter,M,XB,0.04,0.03,2006
Urban Chaos: Riot Response,Shooter,M,PS2,0.06,0.03,2006
Full Spectrum Warrior: Ten Hammers,Strategy,M,XB,0.05,0.03,2006
Full Spectrum Warrior: Ten Hammers,Strategy,M,PS2,0.07,0.03,2006
Tenchu: Dark Secret,Action,T,DS,0.05,0.03,2006
The Da Vinci Code,Action,T,XB,0.04,0.03,2006
Bounty Hounds,Action,T,PSP,0.03,0.03,2006
Samurai Champloo: Sidetracked,Action,T,PS2,0.05,0.03,2006
Zatch Bell! Mamodo Fury,Fighting,T,GC,0.04,0.03,2006
Shonen Jump's One Piece: Grand Adventure,Fighting,T,GC,0.04,0.03,2006
Stacked with Daniel Negreanu,Misc,T,PSP,0.03,0.03,2006
The Rub Rabbits!,Puzzle,T,DS,0.07,0.03,2006
FlatOut 2,Racing,T,XB,0.04,0.03,2006
Race Driver 2006,Racing,T,PSP,0.03,0.03,2006
The Fast and the Furious,Racing,T,PS2,0.06,0.03,2006
Spectral Souls: Resurrection of the Ethereal Empires,Role-Playing,T,PSP,0.03,0.03,2006
Commandos: Strike Force,Shooter,T,PS2,0.06,0.03,2006
Tom Clancy's Ghost Recon: Advanced Warfighter,Shooter,T,PS2,0.06,0.03,2006
Blazing Angels: Squadrons of WWII,Simulation,T,PC,0.03,0.03,2006
MechAssault: Phantom War,Simulation,T,DS,0.03,0.03,2006
Lionel Trains: On Track,Action,E,DS,0.04,0.04,2006
Cartoon Network Racing,Action,E,DS,0.05,0.04,2006
Danny Phantom: Urban Jungle,Action,E,DS,0.04,0.04,2006
March of the Penguins,Adventure,E,DS,0.05,0.04,2006
Drill Dozer,Platform,E,GBA,0.05,0.04,2006
Bomberman Land Touch!,Puzzle,E,DS,0.09,0.04,2006
GunPey DS,Puzzle,E,DS,0.05,0.04,2006
Battleship / Connect Four / Sorry! / Trouble,Puzzle,E,DS,0.05,0.04,2006
Bubble Bobble Revolution,Puzzle,E,DS,0.05,0.04,2006
Ford Bold Moves Street Racing,Racing,E,PSP,0.04,0.04,2006
MTX Mototrax,Racing,E,PSP,0.05,0.04,2006
Pac-Man World Rally,Racing,E,PSP,0.04,0.04,2006
TOCA Race Driver 3: The Ultimate Racing Simulator,Racing,E,PS2,0.08,0.04,2006
Gradius Collection,Shooter,E,PSP,0.06,0.04,2006
FIFA Street 2,Sports,E,DS,0.04,0.04,2006
Super Black Bass Fishing,Sports,E,DS,0.04,0.04,2006
