Name,Genre,ESRB_Rating,Platform,Global_Sales,NA_Sales,Year
Wolfenstein: The New Order,Shooter,M,PS4,1.61,0.48,2014
EA Sports UFC,Fighting,T,PS4,1.11,0.49,2014
Disney Infinity 2.0: Marvel Super Heroes,Action-Adventure,E10,PS3,1.04,0.52,2014
Plants vs Zombies: Garden Warfare,Shooter,E10,X360,1.13,0.54,2014
Skylanders: Trap Team,Platform,E10,X360,0.91,0.55,2014
Forza Horizon 2,Racing,E10,XOne,1.46,0.56,2014
The Evil Within,Action,M,PS4,1.86,0.56,2014
Watch Dogs,Action-Adventure,M,PS3,1.83,0.56,2014
MLB 14 The Show,Sports,E,PS4,0.73,0.59,2014
FIFA 15,Sports,E,PS3,4.56,0.59,2014
Assassin's Creed: Rogue,Action,M,X360,1.02,0.59,2014
Hyrule Warriors,Misc,T,WiiU,1.26,0.59,2014
South Park: The Stick of Truth,Role-Playing,M,X360,0.96,0.6,2014
Diablo III: Ultimate Evil Edition,Role-Playing,M,XOne,1.04,0.62,2014
Dragon Age: Inquisition,Role-Playing,M,XOne,0.99,0.63,2014
FIFA 15,Sports,E,XOne,2.19,0.64,2014
Sunset Overdrive,Action,M,XOne,1.16,0.64,2014
Disney Infinity 2.0: Marvel Super Heroes,Action-Adventure,E10,X360,1.11,0.67,2014
The LEGO Movie Videogame,Action-Adventure,E10,X360,1.32,0.69,2014
Destiny,Shooter,T,PS3,1.67,0.69,2014
Watch Dogs,Action-Adventure,M,X360,1.29,0.73,2014
Middle-Earth: Shadow of Mordor,Action,M,XOne,1.42,0.77,2014
LittleBigPlanet 3,Platform,E,PS4,2.06,0.78,2014
FIFA 15,Sports,E,X360,2.91,0.8,2014
FIFA 15,Sports,E,PS4,6.32,0.83,2014
Diablo III: Ultimate Evil Edition,Role-Playing,M,PS4,2.82,0.83,2014
Far Cry 4,Shooter,M,XOne,1.68,0.85,2014
Titanfall,Shooter,M,X360,1.38,0.88,2014
NBA 2K15,Sports,E,PS3,1.37,0.89,2014
Watch Dogs,Action-Adventure,M,XOne,1.64,0.91,2014
Just Dance 2015,Music,E10,Wii,2.09,1,2014
Middle-Earth: Shadow of Mordor,Action,M,PS4,3.19,1.03,2014
Dragon Age: Inquisition,Role-Playing,M,PS4,2.34,1.07,2014
Madden NFL 15,Sports,E,PS3,1.49,1.11,2014
Far Cry 4,Shooter,M,PS4,4.06,1.18,2014
The Sims 4,Simulation,T,PC,4.1,1.2,2014
Assassin's Creed: Unity,Action,M,PS4,4.14,1.25,2014
Madden NFL 15,Sports,E,XOne,1.6,1.34,2014
NBA 2K15,Sports,E,X360,1.66,1.37,2014
NBA 2K15,Sports,E,XOne,1.74,1.39,2014
Watch Dogs,Action-Adventure,M,PS4,4.32,1.4,2014
NBA 2K15,Sports,E,PS4,2.49,1.49,2014
Madden NFL 15,Sports,E,PS4,2.25,1.58,2014
Call of Duty: Advanced Warfare,Shooter,M,PS3,4.27,1.59,2014
Madden NFL 15,Sports,E,X360,2.09,1.8,2014
Titanfall,Shooter,M,XOne,3.11,1.88,2014
Minecraft,Misc,E10,PS4,6.33,1.89,2014
Halo: The Master Chief Collection,Shooter,M,XOne,3.44,2.06,2014
Destiny,Shooter,T,XOne,3.41,2.17,2014
Minecraft,Misc,E10,PS3,6.05,2.21,2014
Assassin's Creed: Unity,Action,M,XOne,3.58,2.34,2014
Destiny,Shooter,T,PS4,5.76,2.53,2014
Call of Duty: Advanced Warfare,Shooter,M,X360,4.34,2.81,2014
Call of Duty: Advanced Warfare,Shooter,M,PS4,7.53,2.84,2014
Minecraft,Misc,E10,XOne,5.43,3.23,2014
Call of Duty: Advanced Warfare,Shooter,M,XOne,5.22,3.25,2014
Grand Theft Auto V,Action,M,XOne,8.72,4.7,2014
Grand Theft Auto V,Action,M,PS4,19.39,6.06,2014
SpongeBob: HeroPants,Action-Adventure,E,PSV,0.02,0.01,2015
Mortal Kombat X,Fighting,M,PC,0.05,0.01,2015
Criminal Girls: Invite Only,Role-Playing,M,PSV,0.07,0.01,2015
XBlaze Lost: Memories,Visual Novel,M,PSV,0.02,0.01,2015
Steins;Gate,Visual Novel,M,PS3,0.06,0.01,2015
Game of Thrones: A Telltale Games Series,Adventure,M,PS3,0.04,0.02,2015
Back to the Future: The Game,Adventure,T,X360,0.02,0.02,2015
Final Fantasy XIV: Heavensward,MMO,T,PS3,0.04,0.02,2015
Final Fantasy XIV: Heavensward,MMO,T,PC,0.03,0.02,2015
Gravity Falls: Legend of the Gnome Gemulets,Action,E,3DS,0.04,0.03,2015
Rugby 15,Sports,E,XOne,0.09,0.03,2015
Rocket League,Sports,E,PC,0.12,0.03,2015
MLB 15: The Show,Sports,E,PSV,0.04,0.03,2015
Rugby 15,Sports,E,PS3,0.1,0.03,2015
Legend of Kay Anniversary,Action,E10,PS4,0.08,0.03,2015
Adventure Time: Finn & Jake Investigations,Action,E10,3DS,0.11,0.03,2015
Devil's Third,Action,M,WiiU,0.05,0.03,2015
Just Cause 3,Action-Adventure,M,PC,0.16,0.03,2015
Toukiden: The Age of Demons,Action,T,PSV,0.24,0.03,2015
Hyperdimension Neptunia Re;Birth2: Sisters Generation,Role-Playing,T,PSV,0.05,0.03,2015
Tokyo Twilight Ghost Hunters,Visual Novel,T,PS3,0.07,0.03,2015
SpongeBob: HeroPants,Action-Adventure,E,3DS,0.05,0.04,2015
WRC 5: FIA World Rally Championship,Racing,E,PS3,0.11,0.04,2015
Ride,Racing,E,PS4,0.24,0.04,2015
Adventure Time: Finn & Jake Investigations,Action,E10,XOne,0.06,0.04,2015
Adventure Time: Finn & Jake Investigations,Action,E10,WiiU,0.07,0.04,2015
Adventure Time: Finn & Jake Investigations,Action,E10,PS3,0.12,0.04,2015
Rodea the Sky Soldier,Action-Adventure,E10,3DS,0.05,0.04,2015
Mighty No. 9,Platform,E10,XOne,0.05,0.04,2015
Anno 2205,Strategy,E10,PC,0.23,0.04,2015
Steins;Gate,Adventure,M,PSV,0.1,0.04,2015
Tokyo New World Record: Operation Abyss,Role-Playing,M,PSV,0.12,0.04,2015
XBlaze Lost: Memories,Visual Novel,M,PS3,0.05,0.04,2015
Earth Defense Force 2: Invaders from Planet Space,Action,T,PSV,0.09,0.04,2015
Samurai Warriors 4-II,Action,T,PS4,0.13,0.04,2015
Hyperdimension Neptunia U: Action Unleashed,Action,T,PSV,0.13,0.04,2015
Brothers: A Tale of Two Sons,Adventure,T,XOne,0.05,0.04,2015
Brothers: A Tale of Two Sons,Adventure,T,PS4,0.15,0.04,2015
Lost Dimension,Role-Playing,T,PSV,0.1,0.04,2015
Tropico 5,Simulation,T,PC,0.14,0.04,2015
Nobunaga's Ambition: Sphere of Influence,Strategy,T,PS4,0.05,0.04,2015
Tokyo Twilight Ghost Hunters,Visual Novel,T,PSV,0.08,0.04,2015
Ride,Racing,E,XOne,0.11,0.05,2015
Pro Evolution Soccer 2016,Sports,E,XOne,0.12,0.05,2015
MX vs. ATV Supercross Encore,Sports,E,XOne,0.06,0.05,2015
Legend of Kay Anniversary,Action,E10,WiiU,0.07,0.05,2015
Adventure Time: Finn & Jake Investigations,Action,E10,X360,0.13,0.05,2015
LEGO Jurassic World,Action,E10,PSV,0.27,0.05,2015
LEGO Ninjago: Shadow of Ronin,Action-Adventure,E10,3DS,0.31,0.05,2015
NBA 2K16,Sports,E10,PC,0.12,0.05,2015
Rugby 15,Sports,EC,PS4,0.13,0.05,2015
Darksiders II: Deathinitive Edition,Action-Adventure,M,XOne,0.08,0.05,2015
Game of Thrones: A Telltale Games Series,Adventure,M,PS4,0.06,0.05,2015
Dead or Alive 5 Last Round,Fighting,M,XOne,0.1,0.05,2015
Earth Defense Force 4.1: The Shadow of New Despair,Shooter,M,PS4,0.08,0.05,2015
Zombie Army Trilogy,Shooter,M,XOne,0.12,0.05,2015
Hyperdimension Neptunia Re;Birth 3: V Generation,Action,T,PSV,0.1,0.05,2015
Transformers: Devastation,Action,T,PS3,0.11,0.05,2015
The Legend of Heroes: Trails of Cold Steel,Role-Playing,T,PSV,0.25,0.05,2015
The Sims 4: Get Together,Simulation,T,PC,0.35,0.05,2015
Tony Hawk's Pro Skater 5,Sports,T,PS3,0.07,0.05,2015
Just Dance: Disney Party 2,Music,E,X360,0.07,0.06,2015
Just Dance: Disney Party 2,Music,E,XOne,0.08,0.06,2015
NHL-Legacy Edition,Sports,E10,PS3,0.07,0.06,2015
Senran Kagura 2: Deep Crimson,Action,M,3DS,0.18,0.06,2015
Resident Evil: Revelations 2,Action,M,PS3,0.3,0.06,2015
Danganronpa Another Episode: Ultra Despair Girls,Shooter,M,PSV,0.22,0.06,2015
Zombie Army Trilogy,Shooter,M,PS4,0.22,0.06,2015
Bladestorm: Nightmare,Action,T,XOne,0.08,0.06,2015
Code: Realize - Guardian of Rebirth,Adventure,T,PSV,0.12,0.06,2015
BlazBlue: Chrono Phantasma Extend,Fighting,T,XOne,0.08,0.06,2015
Lost Dimension,Role-Playing,T,PS3,0.08,0.06,2015
Just Dance: Disney Party 2,Music,E,WiiU,0.09,0.07,2015
Tearaway Unfolded,Platform,E,PS4,0.24,0.07,2015
Pro Evolution Soccer 2016,Sports,E,X360,0.13,0.07,2015
The Golf Club,Sports,E,XOne,0.07,0.07,2015
FIFA 16,Sports,E,PC,0.21,0.07,2015
Adventure Time: Finn & Jake Investigations,Action,E10,PS4,0.14,0.07,2015
Skylanders: SuperChargers Racing,Action-Adventure,E10,Wii,0.23,0.07,2015
Atelier Shallie: Alchemists of the Dusk Sea,Role-Playing,E10,PS3,0.2,0.07,2015
Assassin's Creed: Rogue,Action,M,PC,0.1,0.07,2015
Resident Evil: Revelations 2,Action,M,X360,0.1,0.07,2015
Wolfenstein: The Old Blood,Shooter,M,XOne,0.15,0.07,2015
Toy Soldiers: War Chest,Action,T,XOne,0.08,0.07,2015
Toy Soldiers: War Chest,Action,T,PS4,0.09,0.07,2015
Under Night In-Birth,Fighting,T,PS3,0.14,0.07,2015
Tropico 5,Simulation,T,PS4,0.38,0.07,2015
Tony Hawk's Pro Skater 5,Sports,T,X360,0.08,0.07,2015
Transformers: Devastation,Action,T,X360,0.11,0.08,2015
BlazBlue: Chrono Phantasma Extend,Fighting,T,PS4,0.16,0.08,2015
Let's Sing 2016,Music,T,PS4,0.1,0.08,2015
SpongeBob: HeroPants,Action-Adventure,E,X360,0.1,0.09,2015
Puzzle & Dragons Z + Super Mario Bros. Edition,Puzzle,E,3DS,0.56,0.09,2015
The Golf Club,Sports,E,PS4,0.13,0.09,2015
NHL-Legacy Edition,Sports,E10,X360,0.1,0.09,2015
DmC Devil May Cry: Definitive Edition,Action,M,XOne,0.15,0.09,2015
Dead or Alive 5 Last Round,Fighting,M,PS4,0.35,0.09,2015
Etrian Odyssey 2 Untold: Knight of Fafnir,Role-Playing,T,3DS,0.13,0.09,2015
Rodea the Sky Soldier,Action-Adventure,E10,WiiU,0.14,0.1,2015
Hasbro Family Fun Pack,Misc,E10,XOne,0.13,0.1,2015
Resident Evil: Revelations 2,Action,M,XOne,0.14,0.1,2015
Metal Gear Solid V: The Phantom Pain,Action-Adventure,M,X360,0.16,0.1,2015
Darksiders II: Deathinitive Edition,Action-Adventure,M,PS4,0.24,0.1,2015
Transformers: Devastation,Action,T,XOne,0.15,0.1,2015
Back to the Future: The Game,Adventure,T,PS4,0.18,0.1,2015
NBA Live 16,Sports,E,XOne,0.13,0.11,2015
Pro Evolution Soccer 2016,Sports,E,PS3,0.44,0.11,2015
Skylanders: SuperChargers Racing,Action-Adventure,E10,3DS,0.2,0.11,2015
Etrian Mystery Dungeon,Role-Playing,E10,3DS,0.28,0.11,2015
Corpse Party: Blood Drive,Adventure,M,PSV,0.23,0.11,2015
Godzilla (2015),Action,T,PS4,0.2,0.11,2015
Bladestorm: Nightmare,Action,T,PS4,0.22,0.11,2015
Transformers: Devastation,Action,T,PS4,0.24,0.11,2015
One Piece: Pirate Warriors 3,Action,T,PS4,0.52,0.11,2015
Tony Hawk's Pro Skater 5,Sports,T,XOne,0.14,0.11,2015
Tony Hawk's Pro Skater 5,Sports,T,PS4,0.23,0.11,2015
Total War: Attila,Strategy,T,PC,0.26,0.11,2015
Just Dance 2016,Music,E10,PS3,0.22,0.12,2015
Trials Fusion,Racing,E10,XOne,0.25,0.12,2015
DmC Devil May Cry: Definitive Edition,Action,M,PS4,0.31,0.12,2015
Dishonored: Definitive Edition,Action,M,PS4,0.42,0.12,2015
Payday 2,Shooter,M,PS4,0.32,0.12,2015
Persona 4: Dancing All Night,Music,T,PSV,0.38,0.12,2015
XCOM 2,Strategy,T,PC,0.31,0.12,2015
Farming Simulator 2015,Simulation,E,XOne,0.24,0.13,2015
Farming Simulator 2015,Simulation,E,PS4,0.41,0.13,2015
Farming Simulator 2015,Simulation,E,PS3,0.42,0.13,2015
NBA Live 16,Sports,E,PS4,0.21,0.13,2015
Fossil Fighters: Frontier,Role-Playing,E10,3DS,0.42,0.13,2015
Dishonored: Definitive Edition,Action,M,XOne,0.19,0.13,2015
Saints Row IV: Re-Elected,Action,M,XOne,0.24,0.13,2015
Wolfenstein: The Old Blood,Shooter,M,PS4,0.48,0.13,2015
Dragon Ball Z: Extreme Butoden,Fighting,T,3DS,0.35,0.13,2015
Star Wars Battlefront (2015),Shooter,T,PC,0.49,0.13,2015
Chibi-Robo! Zip Lash,Platform,E,3DS,0.32,0.14,2015
Pro Evolution Soccer 2016,Sports,E,PS4,0.82,0.14,2015
The Legend of Legacy,Role-Playing,E10,3DS,0.29,0.14,2015
Resident Evil: Revelations 2,Action,M,PS4,0.57,0.14,2015
State of Decay: Year One Survival Edition,Action-Adventure,M,XOne,0.21,0.14,2015
Payday 2,Shooter,M,XOne,0.23,0.14,2015
Code Name: S.T.E.A.M.,Strategy,T,3DS,0.22,0.14,2015
NASCAR '15,Sports,E,X360,0.17,0.15,2015
Assassin's Creed Syndicate,Action,M,PC,0.26,0.15,2015
Saints Row IV: Re-Elected,Action,M,PS4,0.42,0.15,2015
Battlefield: Hardline,Shooter,M,PS3,0.46,0.15,2015
Rory McIlroy PGA Tour,Sports,E,XOne,0.28,0.16,2015
Mario Tennis Ultra Smash,Sports,E,WiiU,0.54,0.16,2015
Onechanbara Z2: Chaos,Action,M,PS4,0.28,0.16,2015
Guitar Hero Live,Music,T,PS3,0.38,0.16,2015
Deadpool,Action,M,XOne,0.22,0.17,2015
Stella Glow,Role-Playing,T,3DS,0.26,0.17,2015
Battlefield: Hardline,Shooter,M,X360,0.3,0.18,2015
Tom Clancy's Rainbow Six: Siege,Shooter,M,PC,0.3,0.18,2015
Dragon Ball: Xenoverse,Fighting,T,PS3,0.52,0.18,2015
Guitar Hero Live,Music,T,WiiU,0.27,0.18,2015
Rory McIlroy PGA Tour,Sports,E,PS4,0.55,0.19,2015
Just Dance 2016,Music,E10,PS4,0.39,0.19,2015
Skylanders: SuperChargers,Action-Adventure,E10,PS3,0.43,0.2,2015
Hatsune Miku: Project Mirai DX,Misc,E10,3DS,0.38,0.2,2015
Final Fantasy Type-0 HD,Role-Playing,M,XOne,0.3,0.2,2015
Guitar Hero Live,Music,T,X360,0.34,0.2,2015
Project CARS,Racing,E,XOne,0.41,0.21,2015
Rise of the Tomb Raider,Adventure,M,X360,0.37,0.21,2015
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,Action,T,PS4,0.81,0.21,2015
Dragon Ball: Xenoverse,Fighting,T,X360,0.28,0.21,2015
Dragon Ball: Xenoverse,Fighting,T,XOne,0.35,0.21,2015
Destiny: The Taken King,Shooter,T,PS3,0.43,0.21,2015
Disney Infinity 3.0,Action,E10,PS3,0.56,0.22,2015
Animal Crossing: Amiibo Festival,Party,E,WiiU,0.49,0.23,2015
Dead or Alive 5,Fighting,M,PS3,0.65,0.23,2015
Killzone 2: DLC Bundle Pack,Shooter,M,PSN,0.59,0.23,2015
StarCraft II: Legacy of the Void,Strategy,T,PC,0.57,0.23,2015
Farming Simulator 2015,Simulation,E,X360,0.4,0.24,2015
Xenoblade Chronicles,Role-Playing,T,3DS,0.56,0.24,2015
WWE 2K16,Sports,T,PS3,0.56,0.24,2015
Kirby and the Rainbow Curse,Platform,E,WiiU,0.58,0.26,2015
LEGO Dimensions,Action,E10,PS3,0.81,0.26,2015
Just Dance 2016,Music,E10,X360,0.36,0.26,2015
Deadpool,Action,M,PS4,0.47,0.26,2015
Disney Infinity 3.0,Action,E10,WiiU,0.55,0.27,2015
Dark Souls II: Scholar of the First Sin,Role-Playing,T,PS4,0.69,0.27,2015
Destiny: The Taken King,Shooter,T,X360,0.4,0.28,2015
Project CARS,Racing,E,PS4,1.28,0.29,2015
LEGO Jurassic World,Action,E10,WiiU,0.57,0.29,2015
Skylanders: SuperChargers,Action-Adventure,E10,PS4,0.45,0.29,2015
Just Dance 2016,Music,E10,WiiU,0.6,0.29,2015
Mad Max (2013),Action,M,XOne,0.5,0.29,2015
WWE 2K16,Sports,T,X360,0.46,0.29,2015
Disney Infinity 3.0,Action,E,XOne,0.46,0.3,2015
Disney Infinity 3.0,Action,E,X360,0.53,0.3,2015
Just Dance 2016,Music,E10,XOne,0.38,0.3,2015
Disney Infinity 3.0,Action,E,PS4,0.85,0.31,2015
Skylanders: SuperChargers,Action-Adventure,E10,XOne,0.4,0.31,2015
Minecraft: Story Mode,Adventure,E10,PS4,0.87,0.31,2015
MLB 15: The Show,Sports,E,PS3,0.4,0.32,2015
Skylanders: SuperChargers,Action-Adventure,E10,WiiU,0.59,0.32,2015
Minecraft: Story Mode,Adventure,E10,PS3,0.89,0.32,2015
Xenoblade Chronicles X,Role-Playing,T,WiiU,0.84,0.34,2015
Final Fantasy X / X-2 HD Remaster,Role-Playing,T,PS4,0.9,0.34,2015
WWE 2K16,Sports,T,XOne,0.63,0.34,2015
LEGO Jurassic World,Action,E10,3DS,0.85,0.35,2015
Skylanders: SuperChargers,Action-Adventure,E10,X360,0.55,0.35,2015
Need for Speed (2015),Racing,T,XOne,0.74,0.35,2015
LEGO Jurassic World,Action,E10,PS3,1.02,0.36,2015
LEGO Dimensions,Action,E10,WiiU,0.65,0.37,2015
Mad Max (2013),Action,M,PS4,1.2,0.38,2015
Evolve,Shooter,M,PS4,1.01,0.38,2015
Dark Souls II,Role-Playing,T,PS3,1.29,0.38,2015
God of War III Remastered,Action,M,PS4,0.89,0.4,2015
Evolve,Shooter,M,XOne,0.67,0.4,2015
LEGO Jurassic World,Action,E10,PS4,1.18,0.41,2015
Rock Band 4,Music,T,PS4,0.57,0.41,2015
Rare Replay,Misc,M,XOne,0.78,0.42,2015
FIFA 16,Sports,E,PS3,2.55,0.43,2015
Just Dance 2016,Music,E10,Wii,1.11,0.43,2015
WWE 2K16,Sports,T,PS4,1.29,0.43,2015
LEGO Jurassic World,Action,E10,XOne,0.78,0.44,2015
The Order: 1886,Shooter,M,PS4,1.62,0.44,2015
Minecraft: Story Mode,Adventure,E10,XOne,0.77,0.46,2015
LEGO Dimensions,Action,E10,XOne,0.72,0.47,2015
LEGO Dimensions,Action,E10,PS4,1.18,0.48,2015
LEGO Dimensions,Action,E10,X360,0.87,0.49,2015
NBA 2K16,Sports,E10,PS3,0.79,0.49,2015
Metal Gear Solid V: The Phantom Pain,Action,M,XOne,0.83,0.49,2015
LEGO Jurassic World,Action,E10,X360,1.01,0.51,2015
Just Cause 3,Action-Adventure,M,XOne,1.01,0.52,2015
Guitar Hero Live,Music,T,XOne,0.83,0.52,2015
Guitar Hero Live,Music,T,PS4,1.21,0.52,2015
Just Cause 3,Action-Adventure,M,PS4,1.98,0.53,2015
Fallout 4,Role-Playing,M,PC,1.4,0.57,2015
FIFA 16,Sports,E,X360,1.59,0.59,2015
Need for Speed (2015),Racing,T,PS4,2.72,0.59,2015
Madden NFL 16,Sports,E,PS3,0.81,0.6,2015
Until Dawn,Adventure,M,PS4,1.9,0.62,2015
Rock Band 4,Music,T,XOne,0.75,0.62,2015
Call of Duty: Black Ops 3,Shooter,M,PS3,1.95,0.65,2015
Minecraft: Story Mode,Adventure,E10,X360,1.2,0.67,2015
Assassin's Creed Syndicate,Action,M,XOne,1.44,0.71,2015
Battlefield: Hardline,Shooter,M,PS4,2.15,0.72,2015
Battlefield: Hardline,Shooter,M,XOne,1.24,0.73,2015
The Elder Scrolls Online: Tamriel Unlimited,MMO,M,PS4,2.05,0.74,2015
MLB 15: The Show,Sports,E,PS4,1.01,0.75,2015
NBA 2K16,Sports,E10,X360,1.01,0.86,2015
The Elder Scrolls Online: Tamriel Unlimited,MMO,M,XOne,1.38,0.86,2015
Madden NFL 16,Sports,E,X360,1.01,0.88,2015
Assassin's Creed Syndicate,Action,M,PS4,3.6,0.9,2015
Destiny: The Taken King,Shooter,T,XOne,1.27,0.91,2015
FIFA 16,Sports,E,XOne,3.25,0.92,2015
Batman: Arkham Knight,Action,M,XOne,1.58,0.97,2015
Metal Gear Solid V: The Phantom Pain,Action,M,PS4,3.04,0.97,2015
The Witcher 3: Wild Hunt,Role-Playing,M,XOne,1.74,0.97,2015
Destiny: The Taken King,Shooter,T,PS4,2.18,0.97,2015
FIFA 16,Sports,E,PS4,8.22,1.15,2015
Dying Light,Action,M,PS4,2.45,1.18,2015
Mortal Kombat X,Fighting,M,XOne,1.74,1.34,2015
Call of Duty: Black Ops 3,Shooter,M,X360,2.01,1.36,2015
The Witcher 3: Wild Hunt,Role-Playing,M,PS4,5.39,1.48,2015
Tom Clancy's Rainbow Six: Siege,Shooter,M,XOne,2.71,1.62,2015
Batman: Arkham Knight,Action,M,PS4,4.11,1.65,2015
Mortal Kombat X,Fighting,M,PS4,3.49,1.94,2015
NBA 2K16,Sports,E10,XOne,2.41,2.01,2015
Madden NFL 16,Sports,E,XOne,2.47,2.13,2015
Madden NFL 16,Sports,E,PS4,3.3,2.39,2015
Star Wars Battlefront (2015),Shooter,T,XOne,4.15,2.49,2015
NBA 2K16,Sports,E10,PS4,3.98,2.56,2015
Gears of War: Ultimate Edition,Shooter,M,XOne,3.62,2.88,2015
Fallout 4,Role-Playing,M,PS4,8.48,2.91,2015
Fallout 4,Role-Playing,M,XOne,5.03,2.94,2015
Star Wars Battlefront (2015),Shooter,T,PS4,8.03,3.31,2015
Call of Duty: Black Ops 3,Shooter,M,XOne,7.37,4.63,2015
Call of Duty: Black Ops 3,Shooter,M,PS4,15.09,6.18,2015
Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,Action,E10,PSV,0.06,0.01,2016
Plants vs. Zombies: Garden Warfare 2,Shooter,E10,PC,0.05,0.01,2016
Battle Worlds: Kronos,Strategy,E10,PS4,0.01,0.01,2016
Battle Worlds: Kronos,Strategy,E10,XOne,0.01,0.01,2016
Aegis of Earth: Protonovus Assault,Action,T,PSV,0.04,0.01,2016
Assassin's Creed Chronicles,Action,T,PSV,0.12,0.01,2016
Tumblestone,Puzzle,E,WiiU,0.02,0.02,2016
Tumblestone,Puzzle,E,PS4,0.03,0.02,2016
Super Dungeon Bros,Action,E10,PS4,0.03,0.02,2016
Lego Star Wars: The Force Awakens,Action-Adventure,E10,PSV,0.18,0.02,2016
SteamWorld Collection,Misc,E10,PS4,0.02,0.02,2016
Worms: WMD,Strategy,E10,XOne,0.02,0.02,2016
Worms: WMD,Strategy,E10,PS4,0.05,0.02,2016
Batman: A Telltale Game Series,Adventure,M,X360,0.07,0.02,2016
Batman: A Telltale Game Series,Adventure,M,PS3,0.12,0.02,2016
Prison Architect,Simulation,M,XOne,0.02,0.02,2016
Prison Architect,Simulation,M,PS4,0.05,0.02,2016
Assassin's Creed Chronicles,Action,T,PS4,0.11,0.02,2016
Aegis of Earth: Protonovus Assault,Action,T,PS3,0.03,0.02,2016
Gravity Rush Remastered,Action-Adventure,T,PS4,0.16,0.02,2016
We Sing (2016),Music,T,PS4,0.03,0.02,2016
Shantae: Half-Genie Hero,Platform,T,PSV,0.03,0.02,2016
OlliOlli: Epic Combo Edition,Platform,T,PS4,0.03,0.02,2016
Exist Archive: The Other Side of the Sky,Role-Playing,T,PS4,0.06,0.02,2016
Dungeons 2,Role-Playing,T,PS4,0.02,0.02,2016
Grand Kingdom,Role-Playing,T,PSV,0.09,0.02,2016
Exist Archive: The Other Side of the Sky,Role-Playing,T,PSV,0.09,0.02,2016
Tropico 5,Simulation,T,XOne,0.02,0.02,2016
Romance of the Three Kingdoms XIII,Action,E10,PS4,0.1,0.03,2016
LEGO Marvel's Avengers,Action,E10,PSV,0.19,0.03,2016
King's Quest: The Complete Collection,Adventure,E10,X360,0.03,0.03,2016
SteamWorld Collection,Misc,E10,WiiU,0.04,0.03,2016
Just Sing,Music,E10,PS4,0.04,0.03,2016
Mighty No. 9,Platform,E10,WiiU,0.05,0.03,2016
Lumo,Puzzle,E10,PS4,0.04,0.03,2016
Marvel Pinball: Epic Collection Volume 1,Puzzle,E10,PS4,0.04,0.03,2016
Warhammer: The End Times - Vermintide,Action,M,XOne,0.03,0.03,2016
Warhammer: The End Times - Vermintide,Action,M,PS4,0.07,0.03,2016
Aragami,Action,M,PS4,0.04,0.03,2016
The Technomancer,Role-Playing,M,XOne,0.05,0.03,2016
Criminal Girls 2: Party Favors,Role-Playing,M,PSV,0.09,0.03,2016
Arslan: The Warriors of Legend,Action,T,PS4,0.14,0.03,2016
Aegis of Earth: Protonovus Assault,Action,T,PS4,0.04,0.03,2016
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,T,X360,0.09,0.03,2016
Guilty Gear Xrd -Revelator-,Fighting,T,PS3,0.11,0.03,2016
Langrisser: Re:Incarnation Tensei,Role-Playing,T,3DS,0.04,0.03,2016
The Witch and the Hundred Knight,Role-Playing,T,PS4,0.11,0.03,2016
The Sims 4: City Living,Simulation,T,PC,0.35,0.03,2016
Nobunaga's Ambition: Sphere of Influence - Ascension,Strategy,T,PS4,0.09,0.03,2016
Overcooked,Action,E,XOne,0.04,0.04,2016
Overcooked,Action,E,PS4,0.05,0.04,2016
Disney Art Academy,Misc,E,3DS,0.2,0.04,2016
TrackMania Turbo,Racing,E,PS4,0.47,0.04,2016
R.B.I. Baseball 2016,Sports,E,PS4,0.04,0.04,2016
Pro Evolution Soccer 2017,Sports,E,PS3,0.27,0.04,2016
Cartoon Network Battle Crashers,Action,E10,3DS,0.06,0.04,2016
Minecraft: Story Mode,Adventure,E10,WiiU,0.07,0.04,2016
King's Quest: The Complete Collection,Adventure,E10,XOne,0.05,0.04,2016
Just Sing,Music,E10,XOne,0.05,0.04,2016
Marvel Pinball: Epic Collection Volume 1,Puzzle,E10,XOne,0.05,0.04,2016
Assault Suit Leynos,Shooter,E10,PS4,0.05,0.04,2016
Resident Evil 5,Action,M,XOne,0.04,0.04,2016
Senran Kagura: Estival Versus,Action,M,PSV,0.18,0.04,2016
Darksiders: Warmastered Edition,Action-Adventure,M,XOne,0.04,0.04,2016
Resident Evil 4,Action-Adventure,M,XOne,0.05,0.04,2016
The Technomancer,Role-Playing,M,PS4,0.09,0.04,2016
Homefront: The Revolution,Shooter,M,PC,0.08,0.04,2016
MegaTagmension Blanc + Neptune VS Zombies,Action,T,PSV,0.13,0.04,2016
Nights of Azure,Action,T,PS4,0.09,0.04,2016
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,T,PS3,0.1,0.04,2016
Agatha Christie's The ABC Murders,Adventure,T,XOne,0.05,0.04,2016
Syberia III,Adventure,T,PS4,0.05,0.04,2016
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,Adventure,T,PS4,0.05,0.04,2016
BlazBlue: Central Fiction,Fighting,T,PS3,0.12,0.04,2016
Atelier Sophie: The Alchemist of the Mysterious Book,Role-Playing,T,PS4,0.15,0.04,2016
Trillion: God of Destruction,Role-Playing,T,PSV,0.13,0.04,2016
